"member_casual","mean_ride_length","median_ride_length","max_ride_length","min_ride_length","total_rides"
"casual",27.9331352462417,12.1833333333333,98489.0666666667,0.0166666666666667,2048678
"member",12.9991969894796,8.71666666666667,1500.48333333333,0.0166666666666667,3683970
